x,ie,t,V,r,w,lbl
1.0413793103448277,1,8,-0.5192245472676583,0.05,6.5,e₁
1.0413793103448277,1,9,-0.3425640747988085,0.05,6.5,e₁
1.0413793103448277,1,10,-0.16087726533149133,0.05,6.5,e₁
1.0413793103448277,5,1,-1.3518717819985748,0.05,6.5,e₅
1.0413793103448277,5,2,-1.2325920870533915,0.05,6.5,e₅
1.0413793103448277,5,3,-1.1095987131067973,0.05,6.5,e₅
1.0413793103448277,5,4,-0.9827486894310464,0.05,6.5,e₅
1.0413793103448277,5,5,-0.8519340728041365,0.05,6.5,e₅
1.0413793103448277,5,6,-0.7170784748161927,0.05,6.5,e₅
1.0413793103448277,5,7,-0.5780565322786889,0.05,6.5,e₅
1.0413793103448277,5,8,-0.4348106407084966,0.05,6.5,e₅
1.0413793103448277,5,9,-0.2873745029813535,0.05,6.5,e₅
1.0413793103448277,5,10,-0.13628974620976456,0.05,6.5,e₅
1.0413793103448277,10,1,-1.088884530534393,0.05,6.5,e₁₀
1.0413793103448277,10,2,-0.9912472711144843,0.05,6.5,e₁₀
1.0413793103448277,10,3,-0.8908830410235359,0.05,6.5,e₁₀
1.0413793103448277,10,4,-0.7877501369391391,0.05,6.5,e₁₀
1.0413793103448277,10,5,-0.681847150944193,0.05,6.5,e₁₀
1.0413793103448277,10,6,-0.5730970842929977,0.05,6.5,e₁₀
1.0413793103448277,10,7,-0.4614810215989688,0.05,6.5,e₁₀
1.0413793103448277,10,8,-0.3470229274688035,0.05,6.5,e₁₀
1.0413793103448277,10,9,-0.2297660157000622,0.05,6.5,e₁₀
1.0413793103448277,10,10,-0.11008985252524647,0.05,6.5,e₁₀
1.1758620689655173,1,1,-1.5948383795104428,0.05,6.5,e₁
1.1758620689655173,1,2,-1.4559909059065008,0.05,6.5,e₁
1.1758620689655173,1,3,-1.3123072111838634,0.05,6.5,e₁
1.1758620689655173,1,4,-1.1635875436392538,0.05,6.5,e₁
1.1758620689655173,1,5,-1.0096305066918365,0.05,6.5,e₁
1.1758620689655173,1,6,-0.8503043436158589,0.05,6.5,e₁
1.1758620689655173,1,7,-0.6853639755017753,0.05,6.5,e₁
1.1758620689655173,1,8,-0.5146922908981593,0.05,6.5,e₁
1.1758620689655173,1,9,-0.33829042838419054,0.05,6.5,e₁
1.1758620689655173,1,10,-0.1573037981941634,0.05,6.5,e₁
1.1758620689655173,5,1,-1.3482370638741352,0.05,6.5,e₅
1.1758620689655173,5,2,-1.2290064970080246,0.05,6.5,e₅
1.1758620689655173,5,3,-1.1060369684490048,0.05,6.5,e₅
1.1758620689655173,5,4,-0.9792435330818166,0.05,6.5,e₅
1.1758620689655173,5,5,-0.8484918127121057,0.05,6.5,e₅
1.1758620689655173,5,6,-0.7137012136219543,0.05,6.5,e₅
1.1758620689655173,5,7,-0.5747469633920488,0.05,6.5,e₅
1.1758620689655173,5,8,-0.43162617176654694,0.05,6.5,e₅
1.1758620689655173,5,9,-0.28438230284208676,0.05,6.5,e₅
1.1758620689655173,5,10,-0.1337163677466461,0.05,6.5,e₅
1.1758620689655173,10,1,-1.0865297629035822,0.05,6.5,e₁₀
1.1758620689655173,10,2,-0.9889224212890254,0.05,6.5,e₁₀
1.1758620689655173,10,3,-0.8885976279681406,0.05,6.5,e₁₀
1.1758620689655173,10,4,-0.7855122440012918,0.05,6.5,e₁₀
1.1758620689655173,10,5,-0.6796323228993277,0.05,6.5,e₁₀
1.1758620689655173,10,6,-0.5709381461211938,0.05,6.5,e₁₀
1.1758620689655173,10,7,-0.4593862620030819,0.05,6.5,e₁₀
1.1758620689655173,10,8,-0.3449933281666884,0.05,6.5,e₁₀
1.1758620689655173,10,9,-0.22785294075941231,0.05,6.5,e₁₀
1.1758620689655173,10,10,-0.10840465378843286,0.05,6.5,e₁₀
1.3103448275862069,1,1,-1.5897838527764263,0.05,6.5,e₁
1.3103448275862069,1,2,-1.450982850581833,0.05,6.5,e₁
1.3103448275862069,1,3,-1.307344369742648,0.05,6.5,e₁
1.3103448275862069,1,4,-1.158667570627697,0.05,6.5,e₁
1.3103448275862069,1,5,-1.0048009948353747,0.05,6.5,e₁
1.3103448275862069,1,6,-0.8455634808642596,0.05,6.5,e₁
1.3103448275862069,1,7,-0.6807309280279028,0.05,6.5,e₁
1.3103448275862069,1,8,-0.5102221300323633,0.05,6.5,e₁
1.3103448275862069,1,9,-0.33415364663156544,0.05,6.5,e₁
1.3103448275862069,1,10,-0.15388563188389603,0.05,6.5,e₁
1.3103448275862069,5,1,-1.3446202228025192,0.05,6.5,e₅
1.3103448275862069,5,2,-1.2254372351303202,0.05,6.5,e₅
1.3103448275862069,5,3,-1.1025221801980918,0.05,6.5,e₅
1.3103448275862069,5,4,-0.9757492799864413,0.05,6.5,e₅
1.3103448275862069,5,5,-0.845059270319318,0.05,6.5,e₅
1.3103448275862069,5,6,-0.7103320217695075,0.05,6.5,e₅
1.3103448275862069,5,7,-0.5714992034834492,0.05,6.5,e₅
1.3103448275862069,5,8,-0.42849358016862027,0.05,6.5,e₅
1.3103448275862069,5,9,-0.2814333409197063,0.05,6.5,e₅
1.3103448275862069,5,10,-0.13123836776114786,0.05,6.5,e₅
1.3103448275862069,10,1,-1.0841824592063647,0.05,6.5,e₁₀
1.3103448275862069,10,2,-0.9866064655241359,0.05,6.5,e₁₀
1.3103448275862069,10,3,-0.8863205399541981,0.05,6.5,e₁₀
1.3103448275862069,10,4,-0.7832787706671169,0.05,6.5,e₁₀
1.3103448275862069,10,5,-0.6774264044249969,0.05,6.5,e₁₀
1.3103448275862069,10,6,-0.5687859749603503,0.05,6.5,e₁₀
1.3103448275862069,10,7,-0.45729598545325717,0.05,6.5,e₁₀
1.3103448275862069,10,8,-0.3429698139074757,0.05,6.5,e₁₀
1.3103448275862069,10,9,-0.22595370119528055,0.05,6.5,e₁₀
1.3103448275862069,10,10,-0.10677026951782602,0.05,6.5,e₁₀
1.4448275862068964,1,1,-1.584769168361002,0.05,6.5,e₁
1.4448275862068964,1,2,-1.4460165198170845,0.05,6.5,e₁
1.4448275862068964,1,3,-1.3024258992383897,0.05,6.5,e₁
1.4448275862068964,1,4,-1.1538019446727084,0.05,6.5,e₁
1.4448275862068964,1,5,-1.0000203743882616,0.05,6.5,e₁
1.4448275862068964,1,6,-0.8408829319936078,0.05,6.5,e₁
1.4448275862068964,1,7,-0.6761655870612803,0.05,6.5,e₁
1.4448275862068964,1,8,-0.5058476327436168,0.05,6.5,e₁
1.4448275862068964,1,9,-0.33009177390536576,0.05,6.5,e₁
1.4448275862068964,1,10,-0.15061285778508743,0.05,6.5,e₁
1.4448275862068964,5,1,-1.341014350576704,0.05,6.5,e₅
1.4448275862068964,5,2,-1.2218862827573762,0.05,6.5,e₅
1.4448275862068964,5,3,-1.0990193746562482,0.05,6.5,e₅
1.4448275862068964,5,4,-0.9723094482057211,0.05,6.5,e₅
1.4448275862068964,5,5,-0.8416844499868534,0.05,6.5,e₅
1.4448275862068964,5,6,-0.7070231895564055,0.05,6.5,e₅
1.4448275862068964,5,7,-0.5682713334630076,0.05,6.5,e₅
1.4448275862068964,5,8,-0.42539308258968966,0.05,6.5,e₅
1.4448275862068964,5,9,-0.278565969461044,0.05,6.5,e₅
1.4448275862068964,5,10,-0.12885054013784608,0.05,6.5,e₅
1.4448275862068964,10,1,-1.081846071520056,0.05,6.5,e₁₀
1.4448275862068964,10,2,-0.9842987809807322,0.05,6.5,e₁₀
1.4448275862068964,10,3,-0.8840548881085379,0.05,6.5,e₁₀
1.4448275862068964,10,4,-0.7810596419716603,0.05,6.5,e₁₀
1.4448275862068964,10,5,-0.6752583058762012,0.05,6.5,e₁₀
1.4448275862068964,10,6,-0.5666416440611084,0.05,6.5,e₁₀
1.4448275862068964,10,7,-0.455212209511885,0.05,6.5,e₁₀
1.4448275862068964,10,8,-0.34099602900254666,0.05,6.5,e₁₀
1.4448275862068964,10,9,-0.22410163666394933,0.05,6.5,e₁₀
1.4448275862068964,10,10,-0.10518443550703832,0.05,6.5,e₁₀
1.5793103448275863,1,1,-1.5797796207672812,0.05,6.5,e₁
1.5793103448275863,1,2,-1.4410722714766786,0.05,6.5,e₁
1.5793103448275863,1,3,-1.2975247770742475,0.05,6.5,e₁
1.5793103448275863,1,4,-1.148980343537001,0.05,6.5,e₁
1.5793103448275863,1,5,-0.995298889469626,0.05,6.5,e₁
1.5793103448275863,1,6,-0.8362208219822824,0.05,6.5,e₁
1.5793103448275863,1,7,-0.6716656422844802,0.05,6.5,e₁
1.5793103448275863,1,8,-0.5015450357512754,0.05,6.5,e₁
1.5793103448275863,1,9,-0.3261468107689277,0.05,6.5,e₁
1.5793103448275863,1,10,-0.14747639265727985,0.05,6.5,e₁
1.5793103448275863,5,1,-1.337438023744336,0.05,6.5,e₅
1.5793103448275863,5,2,-1.2183460096683534,0.05,6.5,e₅
1.5793103448275863,5,3,-1.0955357995637534,0.05,6.5,e₅
1.5793103448275863,5,4,-0.9688884564766422,0.05,6.5,e₅
1.5793103448275863,5,5,-0.8383281638888165,0.05,6.5,e₅
1.5793103448275863,5,6,-0.7037338078346512,0.05,6.5,e₅
1.5793103448275863,5,7,-0.5650809342231395,0.05,6.5,e₅
1.5793103448275863,5,8,-0.4223447546082666,0.05,6.5,e₅
1.5793103448275863,5,9,-0.27573312323752597,0.05,6.5,e₅
1.5793103448275863,5,10,-0.12654805088315083,0.05,6.5,e₅
1.5793103448275863,10,1,-1.0795202394529364,0.05,6.5,e₁₀
1.5793103448275863,10,2,-0.9820109051856828,0.05,6.5,e₁₀
1.5793103448275863,10,3,-0.8817976446607367,0.05,6.5,e₁₀
1.5793103448275863,10,4,-0.7788471258319073,0.05,6.5,e₁₀
1.5793103448275863,10,5,-0.6731050772897249,0.05,6.5,e₁₀
1.5793103448275863,10,6,-0.56454130754329,0.05,6.5,e₁₀
1.5793103448275863,10,7,-0.45317632980479117,0.05,6.5,e₁₀
1.5793103448275863,10,8,-0.33903561549021366,0.05,6.5,e₁₀
1.5793103448275863,10,9,-0.22226592714151083,0.05,6.5,e₁₀
1.5793103448275863,10,10,-0.10364502009987099,0.05,6.5,e₁₀
1.7137931034482758,1,1,-1.5748284118469993,0.05,6.5,e₁
1.7137931034482758,1,2,-1.4361692598467568,0.05,6.5,e₁
1.7137931034482758,1,3,-1.2926686023597054,0.05,6.5,e₁
1.7137931034482758,1,4,-1.1442169098819168,0.05,6.5,e₁
1.7137931034482758,1,5,-0.9905983267606591,0.05,6.5,e₁
1.7137931034482758,1,6,-0.8316206545819449,0.05,6.5,e₁
1.7137931034482758,1,7,-0.6672274001306608,0.05,6.5,e₁
1.7137931034482758,1,8,-0.4973111074853382,0.05,6.5,e₁
1.7137931034482758,1,9,-0.32228135122401014,0.05,6.5,e₁
1.7137931034482758,1,10,-0.1444678944474603,0.05,6.5,e₁
1.7137931034482758,5,1,-1.3338849250681937,0.05,6.5,e₅
1.7137931034482758,5,2,-1.2148385758329896,0.05,6.5,e₅
1.7137931034482758,5,3,-1.0920628011940894,0.05,6.5,e₅
1.7137931034482758,5,4,-0.9654769299639234,0.05,6.5,e₅
1.7137931034482758,5,5,-0.8349795307207142,0.05,6.5,e₅
1.7137931034482758,5,6,-0.7004814258929253,0.05,6.5,e₅
1.7137931034482758,5,7,-0.5619218336445,0.05,6.5,e₅
1.7137931034482758,5,8,-0.41933879638585253,0.05,6.5,e₅
1.7137931034482758,5,9,-0.2729829286830411,0.05,6.5,e₅
1.7137931034482758,5,10,-0.12432640546092427,0.05,6.5,e₅
1.7137931034482758,10,1,-1.0772041878755114,0.05,6.5,e₁₀
1.7137931034482758,10,2,-0.9797310108127685,0.05,6.5,e₁₀
1.7137931034482758,10,3,-0.8795483816117426,0.05,6.5,e₁₀
1.7137931034482758,10,4,-0.7766465767192641,0.05,6.5,e₁₀
1.7137931034482758,10,5,-0.6709559068856419,0.05,6.5,e₁₀
1.7137931034482758,10,6,-0.5624550682729634,0.05,6.5,e₁₀
1.7137931034482758,10,7,-0.4511538958784106,0.05,6.5,e₁₀
1.7137931034482758,10,8,-0.33708499808116593,0.05,6.5,e₁₀
1.7137931034482758,10,9,-0.22047199913278037,0.05,6.5,e₁₀
1.7137931034482758,10,10,-0.1021500146306046,0.05,6.5,e₁₀
1.8482758620689654,1,1,-1.5698994366229904,0.05,6.5,e₁
1.8482758620689654,1,2,-1.4312876187872177,0.05,6.5,e₁
1.8482758620689654,1,3,-1.2878641030189228,0.05,6.5,e₁
1.8482758620689654,1,4,-1.139475802982025,0.05,6.5,e₁
1.8482758620689654,1,5,-0.9859519721521529,0.05,6.5,e₁
1.8482758620689654,1,6,-0.8270875404283814,0.05,6.5,e₁
1.8482758620689654,1,7,-0.662820204513803,0.05,6.5,e₁
1.8482758620689654,1,8,-0.4931442727236993,0.05,6.5,e₁
1.8482758620689654,1,9,-0.31851516314884143,0.05,6.5,e₁
1.8482758620689654,1,10,-0.14157968820085823,0.05,6.5,e₁
1.8482758620689654,5,1,-1.3303454922360196,0.05,6.5,e₅
1.8482758620689654,5,2,-1.2113534301975422,0.05,6.5,e₅
1.8482758620689654,5,3,-1.0886235640568414,0.05,6.5,e₅
1.8482758620689654,5,4,-0.962100170876784,0.05,6.5,e₅
1.8482758620689654,5,5,-0.8316673494797977,0.05,6.5,e₅
1.8482758620689654,5,6,-0.6972595959826047,0.05,6.5,e₅
1.8482758620689654,5,7,-0.5588138061016517,0.05,6.5,e₅
1.8482758620689654,5,8,-0.41637567247797524,0.05,6.5,e₅
1.8482758620689654,5,9,-0.2702594690335888,0.05,6.5,e₅
1.8482758620689654,5,10,-0.12218141950942281,0.05,6.5,e₅
1.8482758620689654,10,1,-1.0748976003560393,0.05,6.5,e₁₀
1.8482758620689654,10,2,-0.9774617897900076,0.05,6.5,e₁₀
1.8482758620689654,10,3,-0.8773259413535983,0.05,6.5,e₁₀
1.8482758620689654,10,4,-0.7744535298640839,0.05,6.5,e₁₀
1.8482758620689654,10,5,-0.6688176353618464,0.05,6.5,e₁₀
1.8482758620689654,10,6,-0.56037840593244,0.05,6.5,e₁₀
1.8482758620689654,10,7,-0.44914157359794216,0.05,6.5,e₁₀
1.8482758620689654,10,8,-0.3351754087673008,0.05,6.5,e₁₀
1.8482758620689654,10,9,-0.2186966844512069,0.05,6.5,e₁₀
1.8482758620689654,10,10,-0.10069752467987717,0.05,6.5,e₁₀
1.9827586206896552,1,1,-1.565008758820264,0.05,6.5,e₁
1.9827586206896552,1,2,-1.4264435861805898,0.05,6.5,e₁
1.9827586206896552,1,3,-1.2830814747285675,0.05,6.5,e₁
1.9827586206896552,1,4,-1.1347885898104084,0.05,6.5,e₁
1.9827586206896552,1,5,-0.9813229061275761,0.05,6.5,e₁
1.9827586206896552,1,6,-0.8226094952268497,0.05,6.5,e₁
1.9827586206896552,1,7,-0.6584861707100063,0.05,6.5,e₁
1.9827586206896552,1,8,-0.4890543047364133,0.05,6.5,e₁
1.9827586206896552,1,9,-0.31483220672152945,0.05,6.5,e₁
1.9827586206896552,1,10,-0.13880470068471418,0.05,6.5,e₁
1.9827586206896552,5,1,-1.326823964613878,0.05,6.5,e₅
1.9827586206896552,5,2,-1.2078793509222512,0.05,6.5,e₅
1.9827586206896552,5,3,-1.085211536582662,0.05,6.5,e₅
1.9827586206896552,5,4,-0.9587524472543877,0.05,6.5,e₅
1.9827586206896552,5,5,-0.8283849950318684,0.05,6.5,e₅
1.9827586206896552,5,6,-0.6940578207841513,0.05,6.5,e₅
1.9827586206896552,5,7,-0.5557378770407662,0.05,6.5,e₅
1.9827586206896552,5,8,-0.4134549332396494,0.05,6.5,e₅
1.9827586206896552,5,9,-0.2676194124696083,0.05,6.5,e₅
1.9827586206896552,5,10,-0.12010919253812635,0.05,6.5,e₅
1.9827586206896552,10,1,-1.0725995759734936,0.05,6.5,e₁₀
1.9827586206896552,10,2,-0.9752031906447121,0.05,6.5,e₁₀
1.9827586206896552,10,3,-0.875110609859474,0.05,6.5,e₁₀
1.9827586206896552,10,4,-0.772267711751828,0.05,6.5,e₁₀
1.9827586206896552,10,5,-0.6666855924996097,0.05,6.5,e₁₀
1.9827586206896552,10,6,-0.5583063567182844,0.05,6.5,e₁₀
1.9827586206896552,10,7,-0.44713425011641916,0.05,6.5,e₁₀
1.9827586206896552,10,8,-0.3332807016512968,0.05,6.5,e₁₀
1.9827586206896552,10,9,-0.21695819685762788,0.05,6.5,e₁₀
1.9827586206896552,10,10,-0.09928576206610919,0.05,6.5,e₁₀
2.117241379310345,1,1,-1.5601437053009353,0.05,6.5,e₁
2.117241379310345,1,2,-1.4216256696893752,0.05,6.5,e₁
2.117241379310345,1,3,-1.278352375714111,0.05,6.5,e₁
2.117241379310345,1,4,-1.1301209008698176,0.05,6.5,e₁
2.117241379310345,1,5,-0.9767548114661386,0.05,6.5,e₁
2.117241379310345,1,6,-0.8181691650601255,0.05,6.5,e₁
2.117241379310345,1,7,-0.6542214054045946,0.05,6.5,e₁
2.117241379310345,1,8,-0.48503836518687543,0.05,6.5,e₁
2.117241379310345,1,9,-0.31123290690295274,0.05,6.5,e₁
2.117241379310345,1,10,-0.13613640255256834,0.05,6.5,e₁
2.117241379310345,5,1,-1.323312828941884,0.05,6.5,e₅
2.117241379310345,5,2,-1.2044244426131854,0.05,6.5,e₅
2.117241379310345,5,3,-1.0818186734160036,0.05,6.5,e₅
2.117241379310345,5,4,-0.9554238253348772,0.05,6.5,e₅
2.117241379310345,5,5,-0.8251222437990854,0.05,6.5,e₅
2.117241379310345,5,6,-0.6908924842901026,0.05,6.5,e₅
2.117241379310345,5,7,-0.5526774821987519,0.05,6.5,e₅
2.117241379310345,5,8,-0.410568070849901,0.05,6.5,e₅
2.117241379310345,5,9,-0.264999120621493,0.05,6.5,e₅
2.117241379310345,5,10,-0.11810608425657773,0.05,6.5,e₅
2.117241379310345,10,1,-1.0703088981700901,0.05,6.5,e₁₀
2.117241379310345,10,2,-0.972953735444916,0.05,6.5,e₁₀
2.117241379310345,10,3,-0.8729059182623736,0.05,6.5,e₁₀
2.117241379310345,10,4,-0.7701121703748212,0.05,6.5,e₁₀
2.117241379310345,10,5,-0.6645605802819283,0.05,6.5,e₁₀
2.117241379310345,10,6,-0.5562404389487071,0.05,6.5,e₁₀
2.117241379310345,10,7,-0.4451664370199494,0.05,6.5,e₁₀
2.117241379310345,10,8,-0.33139911165747954,0.05,6.5,e₁₀
2.117241379310345,10,9,-0.215240344772832,0.05,6.5,e₁₀
2.117241379310345,10,10,-0.09791303750128777,0.05,6.5,e₁₀
2.2517241379310344,1,1,-1.555298481538558,0.05,6.5,e₁
2.2517241379310344,1,2,-1.416855784992731,0.05,6.5,e₁
2.2517241379310344,1,3,-1.2736440382280725,0.05,6.5,e₁
2.2517241379310344,1,4,-1.1255083285472327,0.05,6.5,e₁
2.2517241379310344,1,5,-0.9722366704149459,0.05,6.5,e₁
2.2517241379310344,1,6,-0.81377295209633,0.05,6.5,e₁
2.2517241379310344,1,7,-0.6500161514380872,0.05,6.5,e₁
2.2517241379310344,1,8,-0.4810647351162898,0.05,6.5,e₁
2.2517241379310344,1,9,-0.3077198267210597,0.05,6.5,e₁
2.2517241379310344,1,10,-0.13356875705352644,0.05,6.5,e₁
2.2517241379310344,5,1,-1.3198334336390882,0.05,6.5,e₅
2.2517241379310344,5,2,-1.2009798728174776,0.05,6.5,e₅
2.2517241379310344,5,3,-1.078434946747349,0.05,6.5,e₅
2.2517241379310344,5,4,-0.9521023454903799,0.05,6.5,e₅
2.2517241379310344,5,5,-0.8218954799717271,0.05,6.5,e₅
2.2517241379310344,5,6,-0.6877579252035939,0.05,6.5,e₅
2.2517241379310344,5,7,-0.5496588124693467,0.05,6.5,e₅
2.2517241379310344,5,8,-0.4077333886291994,0.05,6.5,e₅
2.2517241379310344,5,9,-0.2624627158433396,0.05,6.5,e₅
2.2517241379310344,5,10,-0.11616869323300681,0.05,6.5,e₅
2.2517241379310344,10,1,-1.0680248359289515,0.05,6.5,e₁₀
2.2517241379310344,10,2,-0.9707137500526627,0.05,6.5,e₁₀
2.2517241379310344,10,3,-0.8707111971103938,0.05,6.5,e₁₀
2.2517241379310344,10,4,-0.7679713631429653,0.05,6.5,e₁₀
2.2517241379310344,10,5,-0.6624704267387651,0.05,6.5,e₁₀
2.2517241379310344,10,6,-0.5542127424574245,0.05,6.5,e₁₀
2.2517241379310344,10,7,-0.4432126417944789,0.05,6.5,e₁₀
2.2517241379310344,10,8,-0.32955063045951694,0.05,6.5,e₁₀
2.2517241379310344,10,9,-0.21355476572334897,0.05,6.5,e₁₀
2.2517241379310344,10,10,-0.09657775384768874,0.05,6.5,e₁₀
2.386206896551724,1,1,-1.5504883511077312,0.05,6.5,e₁
2.386206896551724,1,2,-1.4121058765876877,0.05,6.5,e₁
2.386206896551724,1,3,-1.2689861705027885,0.05,6.5,e₁
2.386206896551724,1,4,-1.1209069864281105,0.05,6.5,e₁
2.386206896551724,1,5,-0.9677607222400395,0.05,6.5,e₁
2.386206896551724,1,6,-0.8094063628734667,0.05,6.5,e₁
2.386206896551724,1,7,-0.6458310969838406,0.05,6.5,e₁
2.386206896551724,1,8,-0.47717200951451433,0.05,6.5,e₁
2.386206896551724,1,9,-0.3042765596179012,0.05,6.5,e₁
2.386206896551724,1,10,-0.13109617443839253,0.05,6.5,e₁
2.386206896551724,5,1,-1.3163775571844858,0.05,6.5,e₅
2.386206896551724,5,2,-1.1975680074918895,0.05,6.5,e₅
2.386206896551724,5,3,-1.0750849595973826,0.05,6.5,e₅
2.386206896551724,5,4,-0.9488163240803504,0.05,6.5,e₅
2.386206896551724,5,5,-0.818698283257612,0.05,6.5,e₅
2.386206896551724,5,6,-0.6846400530917236,0.05,6.5,e₅
2.386206896551724,5,7,-0.546681676450596,0.05,6.5,e₅
2.386206896551724,5,8,-0.4049323879069328,0.05,6.5,e₅
2.386206896551724,5,9,-0.2599398358707037,0.05,6.5,e₅
2.386206896551724,5,10,-0.1142938376195355,0.05,6.5,e₅
2.386206896551724,10,1,-1.0657571978479468,0.05,6.5,e₁₀
2.386206896551724,10,2,-0.9684817095553349,0.05,6.5,e₁₀
2.386206896551724,10,3,-0.868525620641785,0.05,6.5,e₁₀
2.386206896551724,10,4,-0.7658394309135035,0.05,6.5,e₁₀
2.386206896551724,10,5,-0.6603944619583366,0.05,6.5,e₁₀
2.386206896551724,10,6,-0.5521988270756836,0.05,6.5,e₁₀
2.386206896551724,10,7,-0.44127122889370796,0.05,6.5,e₁₀
2.386206896551724,10,8,-0.32771837987545926,0.05,6.5,e₁₀
2.386206896551724,10,9,-0.21189163078659953,0.05,6.5,e₁₀
2.386206896551724,10,10,-0.0952783999189419,0.05,6.5,e₁₀
2.5206896551724136,1,1,-1.5456998959730863,0.05,6.5,e₁
2.5206896551724136,1,2,-1.4074026682872478,0.05,6.5,e₁
2.5206896551724136,1,3,-1.264344638799373,0.05,6.5,e₁
2.5206896551724136,1,4,-1.1163536992312828,0.05,6.5,e₁
2.5206896551724136,1,5,-0.9633248043253397,0.05,6.5,e₁
2.5206896551724136,1,6,-0.8051086935832446,0.05,6.5,e₁
2.5206896551724136,1,7,-0.6417112095091071,0.05,6.5,e₁
2.5206896551724136,1,8,-0.4733576462316672,0.05,6.5,e₁
2.5206896551724136,1,9,-0.30092186737014914,0.05,6.5,e₁
2.5206896551724136,1,10,-0.12871347133787606,0.05,6.5,e₁
2.5206896551724136,5,1,-1.312929378673843,0.05,6.5,e₅
2.5206896551724136,5,2,-1.1941814512802404,0.05,6.5,e₅
2.5206896551724136,5,3,-1.071762266082775,0.05,6.5,e₅
2.5206896551724136,5,4,-0.9455587360136615,0.05,6.5,e₅
2.5206896551724136,5,5,-0.8155188071903552,0.05,6.5,e₅
2.5206896551724136,5,6,-0.6815623260545003,0.05,6.5,e₅
2.5206896551724136,5,7,-0.5437377960838112,0.05,6.5,e₅
2.5206896551724136,5,8,-0.40215767122316226,0.05,6.5,e₅
2.5206896551724136,5,9,-0.2575010961775741,0.05,6.5,e₅
2.5206896551724136,5,10,-0.11247853771420263,0.05,6.5,e₅
2.5206896551724136,10,1,-1.0635005990675925,0.05,6.5,e₁₀
2.5206896551724136,10,2,-0.9662563531671357,0.05,6.5,e₁₀
2.5206896551724136,10,3,-0.8663491857288987,0.05,6.5,e₁₀
2.5206896551724136,10,4,-0.7637151777519361,0.05,6.5,e₁₀
2.5206896551724136,10,5,-0.658330815434697,0.05,6.5,e₁₀
2.5206896551724136,10,6,-0.5501970177487123,0.05,6.5,e₁₀
2.5206896551724136,10,7,-0.4393389803493749,0.05,6.5,e₁₀
2.5206896551724136,10,8,-0.3259022169572832,0.05,6.5,e₁₀
2.5206896551724136,10,9,-0.21025658032358685,0.05,6.5,e₁₀
2.5206896551724136,10,10,-0.09401354477485482,0.05,6.5,e₁₀
2.6551724137931036,1,1,-1.540956253837303,0.05,6.5,e₁
2.6551724137931036,1,2,-1.402719736265973,0.05,6.5,e₁
2.6551724137931036,1,3,-1.2597481292874741,0.05,6.5,e₁
2.6551724137931036,1,4,-1.1118409444060946,0.05,6.5,e₁
2.6551724137931036,1,5,-0.9589239962278201,0.05,6.5,e₁
2.6551724137931036,1,6,-0.8008649692390383,0.05,6.5,e₁
2.6551724137931036,1,7,-0.6376630308254682,0.05,6.5,e₁
2.6551724137931036,1,8,-0.46956407590443616,0.05,6.5,e₁
2.6551724137931036,1,9,-0.29762469921131285,0.05,6.5,e₁
2.6551724137931036,1,10,-0.12641583449158478,0.05,6.5,e₁
2.6551724137931036,5,1,-1.3094961971856744,0.05,6.5,e₅
2.6551724137931036,5,2,-1.1908100826678083,0.05,6.5,e₅
2.6551724137931036,5,3,-1.0684551179947455,0.05,6.5,e₅
2.6551724137931036,5,4,-0.9423174491138431,0.05,6.5,e₅
2.6551724137931036,5,5,-0.8123492079035048,0.05,6.5,e₅
2.6551724137931036,5,6,-0.6785166991276594,0.05,6.5,e₅
2.6551724137931036,5,7,-0.5408090076219618,0.05,6.5,e₅
2.6551724137931036,5,8,-0.39944325661357133,0.05,6.5,e₅
2.6551724137931036,5,9,-0.2550702927079827,0.05,6.5,e₅
2.6551724137931036,5,10,-0.11072000015878555,0.05,6.5,e₅
2.6551724137931036,10,1,-1.0612499307189776,0.05,6.5,e₁₀
2.6551724137931036,10,2,-0.9640517625389766,0.05,6.5,e₁₀
2.6551724137931036,10,3,-0.8641799329098757,0.05,6.5,e₁₀
2.6551724137931036,10,4,-0.7615991777509866,0.05,6.5,e₁₀
2.6551724137931036,10,5,-0.6562743263622435,0.05,6.5,e₁₀
2.6551724137931036,10,6,-0.5482044028485651,0.05,6.5,e₁₀
2.6551724137931036,10,7,-0.4374358615306254,0.05,6.5,e₁₀
2.6551724137931036,10,8,-0.3241116663041903,0.05,6.5,e₁₀
2.6551724137931036,10,9,-0.20864558924022392,0.05,6.5,e₁₀
2.6551724137931036,10,10,-0.09278183246471258,0.05,6.5,e₁₀
2.7896551724137932,1,1,-1.53623274677228,0.05,6.5,e₁
2.7896551724137932,1,2,-1.3980791378707074,0.05,6.5,e₁
2.7896551724137932,1,3,-1.2551801186403155,0.05,6.5,e₁
2.7896551724137932,1,4,-1.107365086902016,0.05,6.5,e₁
2.7896551724137932,1,5,-0.9545692182273464,0.05,6.5,e₁
2.7896551724137932,1,6,-0.7966491078536846,0.05,6.5,e₁
2.7896551724137932,1,7,-0.6336558694669397,0.05,6.5,e₁
2.7896551724137932,1,8,-0.46585465611860605,0.05,6.5,e₁
2.7896551724137932,1,9,-0.29441791964729,0.05,6.5,e₁
2.7896551724137932,1,10,-0.12419878829368367,0.05,6.5,e₁
2.7896551724137932,5,1,-1.3060776613363088,0.05,6.5,e₅
2.7896551724137932,5,2,-1.1874525658140962,0.05,6.5,e₅
